Geo_COUNTY,Geo_FIPS,Geo_TRACT,med_inc,numDD,numSB,sbper1000,per1000
5,25005600100,600100,79722,0,0,0,0
5,25005600202,600202,70571,0,0,0,0
5,25005600203,600203,121607,0,1,0.184535892231039,0
5,25005600204,600204,114769,1,0,0,0.250062515628907
5,25005610100,610100,72042,1,0,0,0.18491124260355
5,25005610202,610202,126840,2,0,0,0.355492356914326
5,25005610203,610203,103542,1,0,0,0.148809523809524
5,25005610204,610204,101118,0,0,0,0
5,25005611101,611101,89934,0,0,0,0
5,25005611102,611102,90703,0,0,0,0
5,25005611201,611201,82361,1,0,0,0.32488628979857
5,25005611202,611202,70308,2,0,0,0.304785126485828
5,25005612100,612100,94340,4,1,0.226757369614512,0.90702947845805
5,25005612200,612200,75967,2,0,0,0.219611288020204
5,25005613100,613100,49067,1,0,0,0.150330727600722
5,25005613300,613300,77441,1,0,0,0.133564845732603
5,25005613400,613400,71116,2,0,0,0.549450549450549
5,25005613600,613600,36619,1,0,0,0.244678248103744
5,25005613700,613700,42487,1,0,0,0.255623721881391
5,25005613800,613800,29688,3,0,0,0.640888698995941
5,25005613901,613901,40424,0,0,0,0
5,25005613902,613902,63603,0,0,0,0
5,25005614e3,614000,31969,1,0,0,0.223763705526964
5,25005614101,614101,58618,2,1,0.148389968838107,0.296779937676213
5,25005614102,614102,85152,2,0,0,0.285551113649343
5,25005615100,615100,85326,1,0,0,0.13941168269901
5,25005616100,616100,84423,1,0,0,0.154035736290819
5,25005617101,617101,87596,2,0,0,0.4
5,25005617102,617102,87962,2,0,0,0.505433409148345
5,25005630101,630101,60380,1,0,0,0.364298724954463
5,25005630102,630102,54133,0,0,0,0
5,25005630200,630200,113658,0,0,0,0
5,25005630300,630300,84757,0,0,0,0
5,25005630400,630400,72250,2,1,0.20165355918532,0.403307118370639
5,25005631100,631100,61855,4,0,0,0.472869133467313
5,25005631200,631200,75587,1,0,0,0.141462724572075
5,25005631300,631300,71007,1,0,0,0.18037518037518
5,25005631400,631400,32396,0,0,0,0
5,25005631500,631500,56402,1,0,0,0.40453074433657
5,25005631600,631600,47882,1,0,0,0.241021932995903
5,25005631700,631700,78488,1,0,0,0.156568028808517
5,25005631800,631800,63586,0,0,0,0
5,25005632100,632100,85152,1,0,0,0.14808233377758
5,25005632200,632200,68705,5,0,0,0.677690431011114
5,25005633100,633100,78047,1,0,0,0.18925056775170301
5,25005633200,633200,88956,1,0,0,0.154846701765252
5,25005640100,640100,41057,3,0,0,0.66949341664807
5,25005640200,640200,23275,0,0,0,0
5,25005640300,640300,33715,0,0,0,0
5,25005640400,640400,31941,1,0,0,0.353481795687522
5,25005640500,640500,31375,1,0,0,0.217912399215515
5,25005640600,640600,32676,0,0,0,0
5,25005640700,640700,52525,0,0,0,0
5,25005640800,640800,37940,3,0,0,0.77780658542909
5,25005640901,640901,25247,0,0,0,0
5,25005641e3,641000,18337,0,0,0,0
5,25005641101,641101,14540,2,0,0,0.932400932400932
5,25005641200,641200,28362,3,0,0,0.893655049151028
5,25005641300,641300,22547,0,0,0,0
5,25005641400,641400,25347,1,0,0,0.413223140495868
5,25005641500,641500,30368,0,0,0,0
5,25005641600,641600,51220,0,0,0,0
5,25005641700,641700,49375,0,0,0,0
5,25005641800,641800,45560,0,0,0,0
5,25005641900,641900,30069,1,0,0,0.483558994197292
5,25005642e3,642000,29375,1,0,0,0.337040781934614
5,25005642100,642100,38906,0,0,0,0
5,25005642200,642200,41171,0,0,0,0
5,25005642300,642300,75083,0,0,0,0
5,25005642400,642400,41958,1,0,0,0.315258511979823
5,25005642500,642500,64130,3,0,0,0.661521499448732
5,25005644101,644101,80536,1,0,0,0.165562913907285
5,25005644102,644102,86442,1,0,0,0.198846689202625
5,25005644200,644200,57790,3,0,0,0.417072153482552
5,25005645101,645101,71553,1,0,0,0.22237046920169
5,25005645102,645102,74826,0,0,0,0
5,25005645103,645103,84113,4,1,0.169319336268202,0.677277345072807
5,25005646101,646101,74904,1,0,0,0.13319126265317
5,25005646103,646103,90417,0,0,0,0
5,25005646104,646104,93750,0,0,0,0
5,25005650101,650101,65944,1,0,0,0.167084377610693
5,25005650102,650102,45735,1,0,0,0.209643605870021
5,25005650201,650201,48138,1,0,0,0.318066157760814
5,25005650202,650202,45128,1,0,0,0.45662100456621
5,25005650300,650300,50034,1,0,0,0.291375291375291
5,25005650400,650400,37832,0,0,0,0
5,25005650500,650500,38497,1,0,0,0.326477309826967
5,25005650600,650600,22688,0,0,0,0
5,25005650700,650700,34844,0,0,0,0
5,25005650800,650800,26492,0,0,0,0
5,25005650900,650900,21775,1,0,0,0.347463516330785
5,25005651001,651001,39750,1,0,0,0.335683115139308
5,25005651002,651002,57632,3,0,0,0.816548720740337
5,25005651100,651100,23477,1,0,0,0.241254523522316
5,25005651200,651200,32765,1,0,0,0.420344682639765
5,25005651300,651300,26989,0,0,0,0
5,25005651400,651400,38970,0,0,0,0
5,25005651500,651500,34902,0,0,0,0
5,25005651600,651600,50709,0,0,0,0
5,25005651700,651700,20845,0,0,0,0
5,25005651800,651800,13750,2,0,0,1.17508813160987
5,25005651900,651900,27772,0,0,0,0
5,25005652e3,652000,33841,0,0,0,0
5,25005652100,652100,48636,0,0,0,0
5,25005652200,652200,63897,0,0,0,0
5,25005652300,652300,36159,0,0,0,0
5,25005652400,652400,25313,1,0,0,0.411184210526316
5,25005652500,652500,26623,0,0,0,0
5,25005652600,652600,26802,0,0,0,0
5,25005652700,652700,22704,1,0,0,0.284414106939704
5,25005652800,652800,55200,0,0,0,0
5,25005653101,653101,57270,5,1,0.160128102481986,0.800640512409928
5,25005653102,653102,84630,0,0,0,0
5,25005653203,653203,57337,1,0,0,0.189609404626469
5,25005653204,653204,77917,0,0,0,0
5,25005653301,653301,61538,1,0,0,0.192049164586134
5,25005653304,653304,93934,0,0,0,0
5,25005654100,654100,83393,0,0,0,0
5,25005654200,654200,62135,2,0,0,0.599700149925038
5,25005655100,655100,69942,0,0,0,0
5,25005655200,655200,38958,1,0,0,0.215146299483649
5,25005655300,655300,60153,1,0,0,0.301386377335744
5,25005655400,655400,67588,0,0,0,0
5,25005985500,985500,78319,0,0,0,0
5,25005985600,985600,135976,3,0,0,0.53041018387553
9,25009201100,201100,65083,1,0,0,0.289771080846132
9,25009202101,202101,107353,0,0,0,0
9,25009202102,202102,71447,1,1,0.17247326664367,0.17247326664367
9,25009202200,202200,128095,0,0,0,0
9,25009203100,203100,118482,0,0,0,0
9,25009203200,203200,99848,0,0,0,0
9,25009203301,203301,81520,0,1,0.236854571293226,0
9,25009203302,203302,84583,0,0,0,0
9,25009204101,204101,57443,0,0,0,0
9,25009204102,204102,71698,1,0,0,0.198098256735341
9,25009204200,204200,44222,1,1,0.193798449612403,0.193798449612403
9,25009204300,204300,41659,1,0,0,0.258732212160414
9,25009204400,204400,65000,0,0,0,0
9,25009204500,204500,71556,1,0,0,0.332778702163062
9,25009204600,204600,52292,2,0,0,0.418322526668061
9,25009204701,204701,53325,1,0,0,0.155183116076971
9,25009204702,204702,63333,2,0,0,0.352236703064459
9,25009205100,205100,82353,1,0,0,0.195007800312012
9,25009205200,205200,59441,2,0,0,0.359582883854729
9,25009205300,205300,87159,0,0,0,0
9,25009205400,205400,96905,1,0,0,0.2050020500205
9,25009205500,205500,48772,0,0,0,0
9,25009205600,205600,36830,1,0,0,0.256410256410256
9,25009205700,205700,70143,0,0,0,0
9,25009205800,205800,54132,0,0,0,0
9,25009205900,205900,61310,0,0,0,0
9,25009206e3,206000,35060,0,0,0,0
9,25009206100,206100,25298,0,0,0,0
9,25009206200,206200,36934,0,0,0,0
9,25009206300,206300,53462,0,0,0,0
9,25009206400,206400,54171,0,0,0,0
9,25009206500,206500,44938,0,0,0,0
9,25009206600,206600,42542,1,0,0,0.241021932995903
9,25009206700,206700,35493,0,0,0,0
9,25009206800,206800,21038,1,0,0,0.296120817293456
9,25009206900,206900,26589,0,0,0,0
9,25009207e3,207000,19708,2,0,0,0.936768149882904
9,25009207100,207100,37284,0,0,0,0
9,25009207200,207200,26092,0,1,0.34106412005457,0
9,25009208101,208101,80357,1,0,0,0.192012288786482
9,25009208102,208102,71538,1,0,0,0.286368843069874
9,25009208200,208200,71231,1,0,0,0.189358076121947
9,25009208300,208300,75547,1,1,0.137042620254899,0.137042620254899
9,25009208400,208400,89000,5,1,0.16417665407979,0.820883270398949
9,25009209100,209100,108867,1,1,0.159464200287036,0.159464200287036
9,25009209200,209200,121127,0,0,0,0
9,25009210100,210100,89914,0,0,0,0
9,25009210200,210200,100298,2,0,0,0.374181478016838
9,25009210300,210300,54012,3,2,0.243042897071333,0.364564345607
9,25009210400,210400,71150,0,0,0,0
9,25009210500,210500,82509,1,0,0,0.153397760392698
9,25009210600,210600,57431,0,0,0,0
9,25009210700,210700,48006,0,0,0,0
9,25009210800,210800,33458,0,0,0,0
9,25009210900,210900,59844,0,0,0,0
9,25009211100,211100,65761,1,0,0,0.252397778899546
9,25009211200,211200,67194,4,0,0,0.645161290322581
9,25009211300,211300,93984,0,0,0,0
9,25009211401,211401,76906,1,0,0,0.279798545047566
9,25009211402,211402,79879,3,0,0,0.491320013101867
9,25009212100,212100,105646,4,0,0,0.431359861964844
9,25009213100,213100,127813,0,0,0,0
9,25009214100,214100,121157,1,0,0,0.159083678014636
9,25009215101,215101,119688,1,0,0,0.197005516154452
9,25009215102,215102,100559,0,0,0,0
9,25009216100,216100,116875,0,0,0,0
9,25009217100,217100,90677,4,1,0.13024225058609,0.52096900234436
9,25009217201,217201,69702,0,0,0,0
9,25009217202,217202,95000,0,1,0.289519397799653,0
9,25009217300,217300,55242,2,0,0,0.45766590389016
9,25009217400,217400,53301,1,0,0,0.19047619047619
9,25009217500,217500,71675,0,0,0,0
9,25009217600,217600,92191,2,0,0,0.228258388495777
9,25009218100,218100,89313,1,0,0,0.190585096245474
9,25009220101,220101,75270,0,0,0,0
9,25009220102,220102,60250,1,0,0,0.332005312084993
9,25009221100,221100,86424,0,0,0,0
9,25009221300,221300,67670,1,0,0,0.218197687104517
9,25009221400,221400,50026,0,0,0,0
9,25009221500,221500,35594,3,0,0,1.06913756236636
9,25009221600,221600,44115,0,0,0,0
9,25009221700,221700,44360,1,0,0,0.469483568075117
9,25009221800,221800,79196,0,0,0,0
9,25009221901,221901,84509,2,0,0,0.564971751412429
9,25009221902,221902,69357,1,0,0,0.245037980887037
9,25009222100,222100,89185,1,0,0,0.279329608938547
9,25009223100,223100,64080,0,0,0,0
9,25009223200,223200,59571,1,0,0,0.273897562311695
9,25009223300,223300,101167,0,0,0,0
9,25009250100,250100,17269,1,0,0,0.408496732026144
9,25009250200,250200,58500,0,0,0,0
9,25009250300,250300,39125,1,0,0,0.439753737906772
9,25009250400,250400,20146,0,0,0,0
9,25009250500,250500,34422,0,0,0,0
9,25009250600,250600,53269,0,0,0,0
9,25009250700,250700,33333,0,0,0,0
9,25009250800,250800,34111,1,0,0,0.153256704980843
9,25009250900,250900,23587,0,0,0,0
9,25009251e3,251000,26696,0,0,0,0
9,25009251100,251100,17785,0,0,0,0
9,25009251200,251200,19020,0,0,0,0
9,25009251300,251300,26605,0,0,0,0
9,25009251400,251400,33667,0,0,0,0
9,25009251500,251500,34060,2,0,0,0.306795520785397
9,25009251600,251600,29815,1,0,0,0.170648464163823
9,25009251700,251700,42609,3,0,0,0.518672199170125
9,25009251800,251800,67294,0,0,0,0
9,25009252101,252101,62083,1,0,0,0.290528762347472
9,25009252102,252102,109470,1,0,0,0.243605359317905
9,25009252201,252201,76786,0,0,0,0
9,25009252202,252202,93393,0,0,0,0
9,25009252300,252300,41835,1,0,0,0.151080223598731
9,25009252400,252400,40463,1,0,0,0.238265427686443
9,25009252501,252501,70395,1,0,0,0.254777070063694
9,25009252502,252502,63704,1,1,0.219298245614035,0.219298245614035
9,25009252601,252601,71780,1,0,0,0.135648399348888
9,25009252602,252602,96250,1,1,0.230096640589047,0.230096640589047
9,25009252603,252603,79805,0,0,0,0
9,25009253100,253100,69292,1,0,0,0.185219485089831
9,25009253201,253201,71050,2,0,0,0.691802144586648
9,25009253202,253202,72371,1,1,0.15220700152207,0.15220700152207
9,25009253203,253203,144762,1,0,0,0.24090580582992
9,25009253204,253204,148245,2,0,0,0.357845768473788
9,25009253205,253205,149632,0,0,0,0
9,25009254100,254100,90739,1,0,0,0.157828282828283
9,25009254200,254200,68906,1,1,0.199720391451967,0.199720391451967
9,25009254301,254301,163125,0,0,0,0
9,25009254302,254302,146643,0,0,0,0
9,25009254401,254401,126667,1,0,0,0.296208530805687
9,25009254402,254402,144932,3,0,0,0.440205429200293
9,25009254403,254403,163750,0,0,0,0
9,25009260100,260100,33542,1,0,0,0.174581005586592
9,25009260200,260200,36866,0,0,0,0
9,25009260301,260301,76031,1,0,0,0.223964165733483
9,25009260302,260302,93354,1,0,0,0.354107648725212
9,25009260401,260401,78580,1,1,0.258397932816537,0.258397932816537
9,25009260402,260402,90517,0,1,0.172980453208787,0
9,25009260500,260500,82892,1,0,0,0.241896468311563
9,25009260600,260600,49210,0,0,0,0
9,25009260700,260700,56544,0,0,0,0
9,25009260800,260800,35871,0,0,0,0
9,25009260900,260900,53750,1,0,0,0.206440957886045
9,25009261e3,261000,72222,2,0,0,0.527148128624143
9,25009261101,261101,83188,0,0,0,0
9,25009261102,261102,67873,0,0,0,0
9,25009262100,262100,80508,1,0,0,0.152998776009792
9,25009263100,263100,122969,0,0,0,0
9,25009264100,264100,92898,0,0,0,0
9,25009265101,265101,100260,0,0,0,0
9,25009265102,265102,112218,1,0,0,0.220458553791887
9,25009266100,266100,90243,0,0,0,0
9,25009266200,266200,77321,0,0,0,0
9,25009266300,266300,66442,2,0,0,0.558035714285714
9,25009266400,266400,70220,0,0,0,0
9,25009267101,267101,74318,0,0,0,0
9,25009267102,267102,78894,2,0,0,0.425441395447777
9,25009268100,268100,127212,0,0,0,0
9,25009268200,268200,79879,2,0,0,0.317863954227591
9,25009268300,268300,56786,1,1,0.243724104313917,0.243724104313917
9,25009268400,268400,90500,1,0,0,0.212901852246115
9,25009269100,269100,95827,0,0,0,0
9,25009270100,270100,85994,1,0,0,0.166805671392827
17,25017300100,300100,83917,0,0,0,0
17,25017301101,301101,74006,0,0,0,0
17,25017301102,301102,96290,1,0,0,0.194476857253987
17,25017310100,310100,34431,2,0,0,0.391926317852244
17,25017310200,310200,57953,1,0,0,0.143905597927759
17,25017310300,310300,45648,1,0,0,0.170532060027285
17,25017310400,310400,34015,0,0,0,0
17,25017310500,310500,51651,1,1,0.298151460942159,0.298151460942159
17,25017310601,310601,66221,0,0,0,0
17,25017310602,310602,50083,2,0,0,0.363372093023256
17,25017310700,310700,37344,0,1,0.207813798836243,0
17,25017311100,311100,42841,1,0,0,0.39984006397441
17,25017311200,311200,43787,0,0,0,0
17,25017311300,311300,49399,0,0,0,0
17,25017311400,311400,47888,1,0,0,0.158378207158695
17,25017311500,311500,61111,0,0,0,0
17,25017311600,311600,71809,1,0,0,0.189465706707086
17,25017311700,311700,53004,1,0,0,0.203832042397065
17,25017311800,311800,37377,0,0,0,0
17,25017311900,311900,25255,1,0,0,0.437445319335083
17,25017312e3,312000,42426,0,0,0,0
17,25017312100,312100,46228,0,0,0,0
17,25017312200,312200,64500,1,1,0.220458553791887,0.220458553791887
17,25017312300,312300,57708,1,0,0,0.205676676264912
17,25017312400,312400,37525,0,0,0,0
17,25017312501,312501,69583,0,0,0,0
17,25017312502,312502,71146,0,0,0,0
17,25017313101,313101,109615,2,0,0,0.342172797262618
17,25017313102,313102,85905,1,0,0,0.166057788110262
17,25017314101,314101,74568,1,0,0,0.17223561832587
17,25017314102,314102,73022,0,0,0,0
17,25017314200,314200,71136,1,0,0,0.178762960314623
17,25017314301,314301,79387,1,0,0,0.117536436295252
17,25017314302,314302,127935,0,0,0,0
17,25017315100,315100,101389,2,0,0,0.319131961065901
17,25017315200,315200,87480,2,0,0,0.261574679571018
17,25017315401,315401,66711,0,0,0,0
17,25017315402,315402,108295,1,0,0,0.341646737273659
17,25017315403,315403,99875,0,0,0,0
17,25017315500,315500,80638,1,0,0,0.133351113481798
17,25017316101,316101,93798,0,0,0,0
17,25017316102,316102,96150,0,0,0,0
17,25017316201,316201,101587,0,0,0,0
17,25017316202,316202,112426,1,0,0,0.2255299954894
